name,description
EV Model Y 254,"Carro elétrico revolucionário com autonomia de 516 km e aceleração de 0 a 100 km/h em 3.30 s"
EV Semi 255,"Carro elétrico elegante com autonomia de 520 km e aceleração de 0 a 100 km/h em 2.58 s"
EV Roadster 256,"Carro elétrico moderno com autonomia de 441 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Semi 257,"Carro elétrico moderno com autonomia de 437 km e aceleração de 0 a 100 km/h em 2.79 s"
EV Model Y 258,"Carro elétrico elegante com autonomia de 467 km e aceleração de 0 a 100 km/h em 3.46 s"
EV Model Y 259,"Carro elétrico potente com autonomia de 546 km e aceleração de 0 a 100 km/h em 2.09 s"
EV Roadster 260,"Carro elétrico incrível com autonomia de 570 km e aceleração de 0 a 100 km/h em 3.55 s"
EV Cybertruck 261,"Carro elétrico robusto com autonomia de 386 km e aceleração de 0 a 100 km/h em 2.92 s"
EV Cybertruck 262,"Carro elétrico econômico com autonomia de 467 km e aceleração de 0 a 100 km/h em 3.71 s"
EV Semi 263,"Carro elétrico incrível com autonomia de 550 km e aceleração de 0 a 100 km/h em 3.94 s"
EV Model Y 264,"Carro elétrico econômico com autonomia de 342 km e aceleração de 0 a 100 km/h em 2.46 s"
EV Model S 265,"Carro elétrico econômico com autonomia de 552 km e aceleração de 0 a 100 km/h em 3.37 s"
EV Model X 266,"Carro elétrico elegante com autonomia de 447 km e aceleração de 0 a 100 km/h em 3.25 s"
EV Model S 267,"Carro elétrico elegante com autonomia de 350 km e aceleração de 0 a 100 km/h em 2.33 s"
EV Roadster 268,"Carro elétrico potente com autonomia de 357 km e aceleração de 0 a 100 km/h em 2.12 s"
EV Roadster 269,"Carro elétrico revolucionário com autonomia de 384 km e aceleração de 0 a 100 km/h em 3.40 s"
EV Model X 270,"Carro elétrico moderno com autonomia de 599 km e aceleração de 0 a 100 km/h em 3.65 s"
EV Model Y 271,"Carro elétrico potente com autonomia de 400 km e aceleração de 0 a 100 km/h em 2.33 s"
EV Roadster 272,"Carro elétrico futurístico com autonomia de 407 km e aceleração de 0 a 100 km/h em 2.27 s"
EV EV Concept 273,"Carro elétrico incrível com autonomia de 382 km e aceleração de 0 a 100 km/h em 2.90 s"
EV Model 3 274,"Carro elétrico elegante com autonomia de 436 km e aceleração de 0 a 100 km/h em 2.66 s"
EV Cybertruck 275,"Carro elétrico potente com autonomia de 334 km e aceleração de 0 a 100 km/h em 2.23 s"
EV Cybertruck 276,"Carro elétrico potente com autonomia de 471 km e aceleração de 0 a 100 km/h em 3.41 s"
EV Model X 277,"Carro elétrico moderno com autonomia de 468 km e aceleração de 0 a 100 km/h em 2.53 s"
EV Model S 278,"Carro elétrico futurístico com autonomia de 573 km e aceleração de 0 a 100 km/h em 2.18 s"
EV Cybertruck 279,"Carro elétrico robusto com autonomia de 351 km e aceleração de 0 a 100 km/h em 2.49 s"
EV Semi 280,"Carro elétrico robusto com autonomia de 567 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Model Y 281,"Carro elétrico moderno com autonomia de 405 km e aceleração de 0 a 100 km/h em 4.00 s"
EV Roadster 282,"Carro elétrico robusto com autonomia de 585 km e aceleração de 0 a 100 km/h em 3.13 s"
EV EV Concept 283,"Carro elétrico elegante com autonomia de 223 km e aceleração de 0 a 100 km/h em 3.93 s"
EV Semi 284,"Carro elétrico moderno com autonomia de 575 km e aceleração de 0 a 100 km/h em 3.98 s"
EV Model S 285,"Carro elétrico incrível com autonomia de 310 km e aceleração de 0 a 100 km/h em 3.93 s"
EV Model Y 286,"Carro elétrico revolucionário com autonomia de 253 km e aceleração de 0 a 100 km/h em 2.20 s"
EV Model S 287,"Carro elétrico futurístico com autonomia de 294 km e aceleração de 0 a 100 km/h em 3.97 s"
EV Model X 288,"Carro elétrico revolucionário com autonomia de 441 km e aceleração de 0 a 100 km/h em 3.97 s"
EV Model Y 289,"Carro elétrico elegante com autonomia de 215 km e aceleração de 0 a 100 km/h em 2.12 s"
EV Roadster 290,"Carro elétrico revolucionário com autonomia de 519 km e aceleração de 0 a 100 km/h em 3.84 s"
EV Model X 291,"Carro elétrico incrível com autonomia de 346 km e aceleração de 0 a 100 km/h em 2.91 s"
EV EV Concept 292,"Carro elétrico revolucionário com autonomia de 479 km e aceleração de 0 a 100 km/h em 3.01 s"
EV Model S 293,"Carro elétrico incrível com autonomia de 378 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Model 3 294,"Carro elétrico elegante com autonomia de 568 km e aceleração de 0 a 100 km/h em 2.08 s"
EV Model X 295,"Carro elétrico econômico com autonomia de 572 km e aceleração de 0 a 100 km/h em 2.41 s"
EV Cybertruck 296,"Carro elétrico revolucionário com autonomia de 237 km e aceleração de 0 a 100 km/h em 2.95 s"
EV Model 3 297,"Carro elétrico revolucionário com autonomia de 403 km e aceleração de 0 a 100 km/h em 3.00 s"
EV EV Concept 298,"Carro elétrico incrível com autonomia de 304 km e aceleração de 0 a 100 km/h em 2.90 s"
EV Cybertruck 299,"Carro elétrico futurístico com autonomia de 533 km e aceleração de 0 a 100 km/h em 2.61 s"
EV Model 3 300,"Carro elétrico moderno com autonomia de 409 km e aceleração de 0 a 100 km/h em 3.14 s"
EV Cybertruck 301,"Carro elétrico moderno com autonomia de 590 km e aceleração de 0 a 100 km/h em 2.63 s"
EV EV Concept 302,"Carro elétrico elegante com autonomia de 308 km e aceleração de 0 a 100 km/h em 3.15 s"
EV Model Y 303,"Carro elétrico incrível com autonomia de 416 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Roadster 304,"Carro elétrico robusto com autonomia de 260 km e aceleração de 0 a 100 km/h em 2.79 s"
EV Model 3 305,"Carro elétrico moderno com autonomia de 503 km e aceleração de 0 a 100 km/h em 3.75 s"
EV Model 3 306,"Carro elétrico incrível com autonomia de 226 km e aceleração de 0 a 100 km/h em 3.50 s"
EV Semi 307,"Carro elétrico futurístico com autonomia de 338 km e aceleração de 0 a 100 km/h em 3.82 s"
EV Model X 308,"Carro elétrico moderno com autonomia de 322 km e aceleração de 0 a 100 km/h em 3.59 s"
EV Model X 309,"Carro elétrico revolucionário com autonomia de 515 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Semi 310,"Carro elétrico elegante com autonomia de 224 km e aceleração de 0 a 100 km/h em 2.42 s"
EV Cybertruck 311,"Carro elétrico incrível com autonomia de 468 km e aceleração de 0 a 100 km/h em 3.14 s"
EV Model S 312,"Carro elétrico revolucionário com autonomia de 304 km e aceleração de 0 a 100 km/h em 2.06 s"
EV Model S 313,"Carro elétrico moderno com autonomia de 520 km e aceleração de 0 a 100 km/h em 3.45 s"
EV Model Y 314,"Carro elétrico futurístico com autonomia de 315 km e aceleração de 0 a 100 km/h em 2.21 s"
EV Model Y 315,"Carro elétrico potente com autonomia de 471 km e aceleração de 0 a 100 km/h em 3.84 s"
EV Model S 316,"Carro elétrico potente com autonomia de 418 km e aceleração de 0 a 100 km/h em 2.55 s"
EV Cybertruck 317,"Carro elétrico robusto com autonomia de 390 km e aceleração de 0 a 100 km/h em 3.18 s"
EV Semi 318,"Carro elétrico moderno com autonomia de 584 km e aceleração de 0 a 100 km/h em 3.48 s"
EV Roadster 319,"Carro elétrico futurístico com autonomia de 584 km e aceleração de 0 a 100 km/h em 2.05 s"
EV Model S 320,"Carro elétrico futurístico com autonomia de 310 km e aceleração de 0 a 100 km/h em 3.76 s"
EV Model S 321,"Carro elétrico econômico com autonomia de 383 km e aceleração de 0 a 100 km/h em 2.72 s"
EV Model Y 322,"Carro elétrico moderno com autonomia de 412 km e aceleração de 0 a 100 km/h em 2.51 s"
EV EV Concept 323,"Carro elétrico futurístico com autonomia de 300 km e aceleração de 0 a 100 km/h em 3.63 s"
EV Model X 324,"Carro elétrico potente com autonomia de 519 km e aceleração de 0 a 100 km/h em 2.31 s"
EV Model X 325,"Carro elétrico futurístico com autonomia de 594 km e aceleração de 0 a 100 km/h em 3.41 s"
EV Model X 326,"Carro elétrico futurístico com autonomia de 396 km e aceleração de 0 a 100 km/h em 3.27 s"
EV Model X 327,"Carro elétrico futurístico com autonomia de 448 km e aceleração de 0 a 100 km/h em 2.64 s"
EV Semi 328,"Carro elétrico incrível com autonomia de 418 km e aceleração de 0 a 100 km/h em 2.28 s"
EV Cybertruck 329,"Carro elétrico incrível com autonomia de 258 km e aceleração de 0 a 100 km/h em 3.64 s"
EV Model 3 330,"Carro elétrico revolucionário com autonomia de 348 km e aceleração de 0 a 100 km/h em 2.58 s"
EV Model S 331,"Carro elétrico futurístico com autonomia de 240 km e aceleração de 0 a 100 km/h em 2.83 s"
EV Cybertruck 332,"Carro elétrico moderno com autonomia de 384 km e aceleração de 0 a 100 km/h em 3.82 s"
EV Model 3 333,"Carro elétrico robusto com autonomia de 328 km e aceleração de 0 a 100 km/h em 2.83 s"
EV EV Concept 334,"Carro elétrico revolucionário com autonomia de 277 km e aceleração de 0 a 100 km/h em 2.51 s"
EV Semi 335,"Carro elétrico revolucionário com autonomia de 347 km e aceleração de 0 a 100 km/h em 2.92 s"
EV Semi 336,"Carro elétrico moderno com autonomia de 333 km e aceleração de 0 a 100 km/h em 3.51 s"
EV Roadster 337,"Carro elétrico potente com autonomia de 402 km e aceleração de 0 a 100 km/h em 2.41 s"
EV Roadster 338,"Carro elétrico econômico com autonomia de 280 km e aceleração de 0 a 100 km/h em 3.49 s"
EV EV Concept 339,"Carro elétrico elegante com autonomia de 263 km e aceleração de 0 a 100 km/h em 2.76 s"
EV EV Concept 340,"Carro elétrico futurístico com autonomia de 503 km e aceleração de 0 a 100 km/h em 2.02 s"
EV EV Concept 341,"Carro elétrico moderno com autonomia de 301 km e aceleração de 0 a 100 km/h em 3.39 s"
EV Roadster 342,"Carro elétrico futurístico com autonomia de 494 km e aceleração de 0 a 100 km/h em 2.04 s"
EV EV Concept 343,"Carro elétrico futurístico com autonomia de 515 km e aceleração de 0 a 100 km/h em 3.12 s"
EV Model X 344,"Carro elétrico elegante com autonomia de 599 km e aceleração de 0 a 100 km/h em 3.55 s"
EV EV Concept 345,"Carro elétrico potente com autonomia de 228 km e aceleração de 0 a 100 km/h em 3.54 s"
EV Model 3 346,"Carro elétrico elegante com autonomia de 433 km e aceleração de 0 a 100 km/h em 3.27 s"
EV Model 3 347,"Carro elétrico robusto com autonomia de 472 km e aceleração de 0 a 100 km/h em 2.69 s"
EV Model X 348,"Carro elétrico incrível com autonomia de 306 km e aceleração de 0 a 100 km/h em 2.71 s"
EV Model 3 349,"Carro elétrico econômico com autonomia de 369 km e aceleração de 0 a 100 km/h em 3.09 s"
EV Model 3 350,"Carro elétrico potente com autonomia de 260 km e aceleração de 0 a 100 km/h em 3.70 s"
EV Semi 351,"Carro elétrico robusto com autonomia de 485 km e aceleração de 0 a 100 km/h em 2.57 s"
EV Cybertruck 352,"Carro elétrico revolucionário com autonomia de 579 km e aceleração de 0 a 100 km/h em 3.18 s"
EV Model 3 353,"Carro elétrico moderno com autonomia de 214 km e aceleração de 0 a 100 km/h em 3.77 s"
EV Roadster 354,"Carro elétrico moderno com autonomia de 211 km e aceleração de 0 a 100 km/h em 2.13 s"
EV Model Y 355,"Carro elétrico revolucionário com autonomia de 435 km e aceleração de 0 a 100 km/h em 2.33 s"
EV Semi 356,"Carro elétrico futurístico com autonomia de 304 km e aceleração de 0 a 100 km/h em 3.18 s"
EV Model X 357,"Carro elétrico revolucionário com autonomia de 432 km e aceleração de 0 a 100 km/h em 2.18 s"
EV Model 3 358,"Carro elétrico incrível com autonomia de 293 km e aceleração de 0 a 100 km/h em 3.81 s"
EV Model X 359,"Carro elétrico robusto com autonomia de 535 km e aceleração de 0 a 100 km/h em 3.80 s"
EV EV Concept 360,"Carro elétrico potente com autonomia de 566 km e aceleração de 0 a 100 km/h em 3.73 s"
EV Model Y 361,"Carro elétrico revolucionário com autonomia de 449 km e aceleração de 0 a 100 km/h em 2.17 s"
EV Model Y 362,"Carro elétrico potente com autonomia de 406 km e aceleração de 0 a 100 km/h em 2.17 s"
EV Model Y 363,"Carro elétrico incrível com autonomia de 414 km e aceleração de 0 a 100 km/h em 2.41 s"
EV Roadster 364,"Carro elétrico moderno com autonomia de 203 km e aceleração de 0 a 100 km/h em 2.86 s"
EV Roadster 365,"Carro elétrico potente com autonomia de 552 km e aceleração de 0 a 100 km/h em 3.66 s"
EV Model Y 366,"Carro elétrico elegante com autonomia de 236 km e aceleração de 0 a 100 km/h em 2.75 s"
EV Cybertruck 367,"Carro elétrico incrível com autonomia de 570 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Roadster 368,"Carro elétrico futurístico com autonomia de 285 km e aceleração de 0 a 100 km/h em 2.58 s"
EV Cybertruck 369,"Carro elétrico moderno com autonomia de 482 km e aceleração de 0 a 100 km/h em 2.08 s"
EV Model S 370,"Carro elétrico elegante com autonomia de 599 km e aceleração de 0 a 100 km/h em 2.64 s"
EV Cybertruck 371,"Carro elétrico potente com autonomia de 403 km e aceleração de 0 a 100 km/h em 3.23 s"
EV Model Y 372,"Carro elétrico moderno com autonomia de 520 km e aceleração de 0 a 100 km/h em 3.93 s"
EV Semi 373,"Carro elétrico econômico com autonomia de 372 km e aceleração de 0 a 100 km/h em 2.29 s"
EV Model 3 374,"Carro elétrico econômico com autonomia de 266 km e aceleração de 0 a 100 km/h em 2.91 s"
EV Roadster 375,"Carro elétrico futurístico com autonomia de 469 km e aceleração de 0 a 100 km/h em 3.32 s"
EV Model Y 376,"Carro elétrico incrível com autonomia de 463 km e aceleração de 0 a 100 km/h em 3.49 s"
EV Model 3 377,"Carro elétrico potente com autonomia de 499 km e aceleração de 0 a 100 km/h em 2.76 s"
EV Semi 378,"Carro elétrico potente com autonomia de 441 km e aceleração de 0 a 100 km/h em 2.64 s"
EV Cybertruck 379,"Carro elétrico econômico com autonomia de 550 km e aceleração de 0 a 100 km/h em 2.28 s"
EV Roadster 380,"Carro elétrico revolucionário com autonomia de 405 km e aceleração de 0 a 100 km/h em 3.32 s"
EV Model 3 381,"Carro elétrico moderno com autonomia de 388 km e aceleração de 0 a 100 km/h em 2.73 s"
EV Roadster 382,"Carro elétrico robusto com autonomia de 377 km e aceleração de 0 a 100 km/h em 2.60 s"
EV Semi 383,"Carro elétrico elegante com autonomia de 319 km e aceleração de 0 a 100 km/h em 2.43 s"
EV Semi 384,"Carro elétrico moderno com autonomia de 247 km e aceleração de 0 a 100 km/h em 3.91 s"
EV EV Concept 385,"Carro elétrico elegante com autonomia de 298 km e aceleração de 0 a 100 km/h em 2.11 s"
EV Model S 386,"Carro elétrico incrível com autonomia de 596 km e aceleração de 0 a 100 km/h em 3.37 s"
EV Model S 387,"Carro elétrico moderno com autonomia de 542 km e aceleração de 0 a 100 km/h em 2.27 s"
EV Cybertruck 388,"Carro elétrico moderno com autonomia de 200 km e aceleração de 0 a 100 km/h em 2.80 s"
EV Model 3 389,"Carro elétrico incrível com autonomia de 537 km e aceleração de 0 a 100 km/h em 2.31 s"
EV Model S 390,"Carro elétrico potente com autonomia de 515 km e aceleração de 0 a 100 km/h em 3.49 s"
EV EV Concept 391,"Carro elétrico revolucionário com autonomia de 575 km e aceleração de 0 a 100 km/h em 2.98 s"
EV Model X 392,"Carro elétrico elegante com autonomia de 255 km e aceleração de 0 a 100 km/h em 2.91 s"
EV Model S 393,"Carro elétrico revolucionário com autonomia de 241 km e aceleração de 0 a 100 km/h em 3.65 s"
EV Roadster 394,"Carro elétrico elegante com autonomia de 311 km e aceleração de 0 a 100 km/h em 3.74 s"
EV Model S 395,"Carro elétrico potente com autonomia de 531 km e aceleração de 0 a 100 km/h em 3.07 s"
EV Cybertruck 396,"Carro elétrico moderno com autonomia de 209 km e aceleração de 0 a 100 km/h em 3.33 s"
EV Model X 397,"Carro elétrico revolucionário com autonomia de 404 km e aceleração de 0 a 100 km/h em 2.47 s"
EV Model 3 398,"Carro elétrico elegante com autonomia de 550 km e aceleração de 0 a 100 km/h em 2.05 s"
EV Roadster 399,"Carro elétrico revolucionário com autonomia de 333 km e aceleração de 0 a 100 km/h em 2.84 s"
EV EV Concept 400,"Carro elétrico robusto com autonomia de 534 km e aceleração de 0 a 100 km/h em 3.63 s"
EV EV Concept 401,"Carro elétrico incrível com autonomia de 229 km e aceleração de 0 a 100 km/h em 3.31 s"
EV Cybertruck 402,"Carro elétrico futurístico com autonomia de 438 km e aceleração de 0 a 100 km/h em 2.76 s"
EV Model X 403,"Carro elétrico revolucionário com autonomia de 277 km e aceleração de 0 a 100 km/h em 3.96 s"
EV Model 3 404,"Carro elétrico revolucionário com autonomia de 516 km e aceleração de 0 a 100 km/h em 2.49 s"
EV Semi 405,"Carro elétrico incrível com autonomia de 475 km e aceleração de 0 a 100 km/h em 2.73 s"
EV Model 3 406,"Carro elétrico moderno com autonomia de 423 km e aceleração de 0 a 100 km/h em 2.19 s"
EV Semi 407,"Carro elétrico incrível com autonomia de 393 km e aceleração de 0 a 100 km/h em 3.17 s"
EV Roadster 408,"Carro elétrico futurístico com autonomia de 572 km e aceleração de 0 a 100 km/h em 2.29 s"
EV Model Y 409,"Carro elétrico econômico com autonomia de 210 km e aceleração de 0 a 100 km/h em 3.38 s"
EV Model X 410,"Carro elétrico futurístico com autonomia de 429 km e aceleração de 0 a 100 km/h em 2.73 s"
EV Semi 411,"Carro elétrico moderno com autonomia de 521 km e aceleração de 0 a 100 km/h em 3.46 s"
EV Semi 412,"Carro elétrico moderno com autonomia de 493 km e aceleração de 0 a 100 km/h em 3.23 s"
EV Model Y 413,"Carro elétrico futurístico com autonomia de 410 km e aceleração de 0 a 100 km/h em 2.99 s"
EV Semi 414,"Carro elétrico elegante com autonomia de 542 km e aceleração de 0 a 100 km/h em 2.24 s"
EV Model 3 415,"Carro elétrico futurístico com autonomia de 303 km e aceleração de 0 a 100 km/h em 2.08 s"
EV Cybertruck 416,"Carro elétrico robusto com autonomia de 368 km e aceleração de 0 a 100 km/h em 3.06 s"
EV Model X 417,"Carro elétrico revolucionário com autonomia de 297 km e aceleração de 0 a 100 km/h em 3.28 s"
EV Roadster 418,"Carro elétrico moderno com autonomia de 432 km e aceleração de 0 a 100 km/h em 2.54 s"
EV Model Y 419,"Carro elétrico incrível com autonomia de 364 km e aceleração de 0 a 100 km/h em 3.43 s"
EV Model 3 420,"Carro elétrico potente com autonomia de 363 km e aceleração de 0 a 100 km/h em 3.61 s"
EV Semi 421,"Carro elétrico potente com autonomia de 260 km e aceleração de 0 a 100 km/h em 3.18 s"
EV Semi 422,"Carro elétrico econômico com autonomia de 564 km e aceleração de 0 a 100 km/h em 3.07 s"
EV Roadster 423,"Carro elétrico revolucionário com autonomia de 263 km e aceleração de 0 a 100 km/h em 2.38 s"
EV Model Y 424,"Carro elétrico elegante com autonomia de 273 km e aceleração de 0 a 100 km/h em 2.15 s"
EV Model X 425,"Carro elétrico potente com autonomia de 296 km e aceleração de 0 a 100 km/h em 3.83 s"
EV Model X 426,"Carro elétrico incrível com autonomia de 294 km e aceleração de 0 a 100 km/h em 3.92 s"
EV Model Y 427,"Carro elétrico elegante com autonomia de 204 km e aceleração de 0 a 100 km/h em 3.95 s"
EV Roadster 428,"Carro elétrico incrível com autonomia de 225 km e aceleração de 0 a 100 km/h em 2.70 s"
EV Cybertruck 429,"Carro elétrico econômico com autonomia de 271 km e aceleração de 0 a 100 km/h em 2.02 s"
EV EV Concept 430,"Carro elétrico revolucionário com autonomia de 282 km e aceleração de 0 a 100 km/h em 3.94 s"
EV Semi 431,"Carro elétrico moderno com autonomia de 212 km e aceleração de 0 a 100 km/h em 2.41 s"
EV Model S 432,"Carro elétrico revolucionário com autonomia de 228 km e aceleração de 0 a 100 km/h em 2.20 s"
EV Model Y 433,"Carro elétrico incrível com autonomia de 304 km e aceleração de 0 a 100 km/h em 3.21 s"
EV Model 3 434,"Carro elétrico incrível com autonomia de 335 km e aceleração de 0 a 100 km/h em 3.09 s"
EV Model 3 435,"Carro elétrico incrível com autonomia de 254 km e aceleração de 0 a 100 km/h em 2.60 s"
EV Model 3 436,"Carro elétrico robusto com autonomia de 341 km e aceleração de 0 a 100 km/h em 2.34 s"
EV EV Concept 437,"Carro elétrico elegante com autonomia de 442 km e aceleração de 0 a 100 km/h em 3.72 s"
EV Model X 438,"Carro elétrico futurístico com autonomia de 331 km e aceleração de 0 a 100 km/h em 2.89 s"
EV Model Y 439,"Carro elétrico econômico com autonomia de 409 km e aceleração de 0 a 100 km/h em 2.43 s"
EV Semi 440,"Carro elétrico revolucionário com autonomia de 258 km e aceleração de 0 a 100 km/h em 2.14 s"
EV Model 3 441,"Carro elétrico revolucionário com autonomia de 517 km e aceleração de 0 a 100 km/h em 2.32 s"
EV EV Concept 442,"Carro elétrico elegante com autonomia de 356 km e aceleração de 0 a 100 km/h em 3.45 s"
EV Roadster 443,"Carro elétrico econômico com autonomia de 502 km e aceleração de 0 a 100 km/h em 3.13 s"
EV Semi 444,"Carro elétrico potente com autonomia de 276 km e aceleração de 0 a 100 km/h em 3.44 s"
EV Model S 445,"Carro elétrico moderno com autonomia de 465 km e aceleração de 0 a 100 km/h em 3.26 s"
EV Roadster 446,"Carro elétrico econômico com autonomia de 256 km e aceleração de 0 a 100 km/h em 2.74 s"
EV EV Concept 447,"Carro elétrico incrível com autonomia de 264 km e aceleração de 0 a 100 km/h em 3.52 s"
EV Semi 448,"Carro elétrico potente com autonomia de 589 km e aceleração de 0 a 100 km/h em 2.50 s"
EV Model Y 449,"Carro elétrico incrível com autonomia de 254 km e aceleração de 0 a 100 km/h em 3.04 s"
EV Model Y 450,"Carro elétrico potente com autonomia de 533 km e aceleração de 0 a 100 km/h em 2.09 s"
EV Model S 451,"Carro elétrico econômico com autonomia de 425 km e aceleração de 0 a 100 km/h em 3.26 s"
EV Roadster 452,"Carro elétrico elegante com autonomia de 595 km e aceleração de 0 a 100 km/h em 3.58 s"
EV Model Y 453,"Carro elétrico moderno com autonomia de 321 km e aceleração de 0 a 100 km/h em 2.74 s"
EV Cybertruck 454,"Carro elétrico econômico com autonomia de 470 km e aceleração de 0 a 100 km/h em 3.50 s"
EV Semi 455,"Carro elétrico incrível com autonomia de 353 km e aceleração de 0 a 100 km/h em 2.09 s"
EV Model Y 456,"Carro elétrico moderno com autonomia de 521 km e aceleração de 0 a 100 km/h em 3.12 s"
EV Model 3 457,"Carro elétrico potente com autonomia de 499 km e aceleração de 0 a 100 km/h em 3.68 s"
EV Cybertruck 458,"Carro elétrico robusto com autonomia de 408 km e aceleração de 0 a 100 km/h em 3.45 s"
EV Semi 459,"Carro elétrico incrível com autonomia de 383 km e aceleração de 0 a 100 km/h em 3.15 s"
EV Model 3 460,"Carro elétrico robusto com autonomia de 385 km e aceleração de 0 a 100 km/h em 2.73 s"
EV Model S 461,"Carro elétrico futurístico com autonomia de 562 km e aceleração de 0 a 100 km/h em 2.54 s"
EV Model S 462,"Carro elétrico futurístico com autonomia de 263 km e aceleração de 0 a 100 km/h em 2.06 s"
EV Model X 463,"Carro elétrico futurístico com autonomia de 551 km e aceleração de 0 a 100 km/h em 3.94 s"
EV Cybertruck 464,"Carro elétrico moderno com autonomia de 539 km e aceleração de 0 a 100 km/h em 3.15 s"
EV Semi 465,"Carro elétrico potente com autonomia de 448 km e aceleração de 0 a 100 km/h em 2.49 s"
EV Model Y 466,"Carro elétrico potente com autonomia de 406 km e aceleração de 0 a 100 km/h em 3.39 s"
EV Model Y 467,"Carro elétrico revolucionário com autonomia de 201 km e aceleração de 0 a 100 km/h em 3.62 s"
EV Model S 468,"Carro elétrico incrível com autonomia de 438 km e aceleração de 0 a 100 km/h em 3.76 s"
EV Model S 469,"Carro elétrico incrível com autonomia de 467 km e aceleração de 0 a 100 km/h em 3.50 s"
EV Model S 470,"Carro elétrico incrível com autonomia de 585 km e aceleração de 0 a 100 km/h em 2.85 s"
EV Semi 471,"Carro elétrico incrível com autonomia de 490 km e aceleração de 0 a 100 km/h em 3.75 s"
EV Model Y 472,"Carro elétrico robusto com autonomia de 224 km e aceleração de 0 a 100 km/h em 2.23 s"
EV Semi 473,"Carro elétrico moderno com autonomia de 247 km e aceleração de 0 a 100 km/h em 2.22 s"
EV Cybertruck 474,"Carro elétrico incrível com autonomia de 427 km e aceleração de 0 a 100 km/h em 3.36 s"
EV Model Y 475,"Carro elétrico futurístico com autonomia de 236 km e aceleração de 0 a 100 km/h em 2.71 s"
EV Roadster 476,"Carro elétrico robusto com autonomia de 256 km e aceleração de 0 a 100 km/h em 3.38 s"
EV Model X 477,"Carro elétrico revolucionário com autonomia de 518 km e aceleração de 0 a 100 km/h em 2.44 s"
EV Model 3 478,"Carro elétrico incrível com autonomia de 256 km e aceleração de 0 a 100 km/h em 2.17 s"
EV Semi 479,"Carro elétrico elegante com autonomia de 215 km e aceleração de 0 a 100 km/h em 2.22 s"
EV Semi 480,"Carro elétrico moderno com autonomia de 253 km e aceleração de 0 a 100 km/h em 3.32 s"
EV Model X 481,"Carro elétrico incrível com autonomia de 492 km e aceleração de 0 a 100 km/h em 2.54 s"
EV Semi 482,"Carro elétrico incrível com autonomia de 498 km e aceleração de 0 a 100 km/h em 3.42 s"
EV Model X 483,"Carro elétrico elegante com autonomia de 215 km e aceleração de 0 a 100 km/h em 2.80 s"
EV Model Y 484,"Carro elétrico elegante com autonomia de 340 km e aceleração de 0 a 100 km/h em 2.04 s"
EV Roadster 485,"Carro elétrico potente com autonomia de 200 km e aceleração de 0 a 100 km/h em 3.95 s"
EV Semi 486,"Carro elétrico incrível com autonomia de 210 km e aceleração de 0 a 100 km/h em 3.68 s"
EV EV Concept 487,"Carro elétrico econômico com autonomia de 476 km e aceleração de 0 a 100 km/h em 2.28 s"
EV Model X 488,"Carro elétrico futurístico com autonomia de 320 km e aceleração de 0 a 100 km/h em 2.90 s"
EV EV Concept 489,"Carro elétrico futurístico com autonomia de 425 km e aceleração de 0 a 100 km/h em 2.35 s"
EV Roadster 490,"Carro elétrico elegante com autonomia de 297 km e aceleração de 0 a 100 km/h em 3.51 s"
EV Roadster 491,"Carro elétrico econômico com autonomia de 282 km e aceleração de 0 a 100 km/h em 2.28 s"
EV EV Concept 492,"Carro elétrico revolucionário com autonomia de 541 km e aceleração de 0 a 100 km/h em 3.66 s"
EV Model Y 493,"Carro elétrico econômico com autonomia de 459 km e aceleração de 0 a 100 km/h em 2.68 s"
EV Model 3 494,"Carro elétrico potente com autonomia de 579 km e aceleração de 0 a 100 km/h em 2.15 s"
EV Semi 495,"Carro elétrico incrível com autonomia de 358 km e aceleração de 0 a 100 km/h em 2.56 s"
EV Cybertruck 496,"Carro elétrico robusto com autonomia de 255 km e aceleração de 0 a 100 km/h em 4.00 s"
EV Cybertruck 497,"Carro elétrico incrível com autonomia de 352 km e aceleração de 0 a 100 km/h em 3.21 s"
EV Model 3 498,"Carro elétrico econômico com autonomia de 541 km e aceleração de 0 a 100 km/h em 2.95 s"
EV Model 3 499,"Carro elétrico elegante com autonomia de 492 km e aceleração de 0 a 100 km/h em 3.61 s"
EV Model S 500,"Carro elétrico potente com autonomia de 306 km e aceleração de 0 a 100 km/h em 3.45 s"
EV Roadster 501,"Carro elétrico robusto com autonomia de 242 km e aceleração de 0 a 100 km/h em 3.00 s"
EV Model 3 502,"Carro elétrico futurístico com autonomia de 269 km e aceleração de 0 a 100 km/h em 2.73 s"
EV Model X 503,"Carro elétrico incrível com autonomia de 307 km e aceleração de 0 a 100 km/h em 2.72 s"
EV Cybertruck 504,"Carro elétrico revolucionário com autonomia de 475 km e aceleração de 0 a 100 km/h em 2.37 s"
EV Model Y 505,"Carro elétrico futurístico com autonomia de 329 km e aceleração de 0 a 100 km/h em 2.25 s"
EV Model 3 506,"Carro elétrico econômico com autonomia de 429 km e aceleração de 0 a 100 km/h em 3.31 s"
